processo_numero;processo_ocorrencia
8057138117;Imoveis com Danos/Risco
8057131717;Não há Ocorrência para essa Solicitação
8057118017;Não há Ocorrência para essa Solicitação
8057108318;Não há Ocorrência para essa Solicitação
8057072017;Não há Ocorrência para essa Solicitação
8057059417;Invasao de Terreno de Auxilio Moradia
8057052818;Imoveis com Danos/Risco
8057052017;Invasao de Terreno de Auxilio Moradia
8057039118;Não há Ocorrência para essa Solicitação
8057032718;Muro com Danos
8057032718;Arvores em Risco
8057027517;Não há Ocorrência para essa Solicitação
8057026718;Não há Ocorrência para essa Solicitação
8057024418;Não há Ocorrência para essa Solicitação
8057009717;Não há Ocorrência para essa Solicitação
8056990418;Não há Ocorrência para essa Solicitação
8056982516;Deslizamentos de Barreiras
8056982516;Não há Ocorrência para essa Solicitação
8056979018;Não há Ocorrência para essa Solicitação
8056964318;Não há Ocorrência para essa Solicitação
8056959018;Não há Ocorrência para essa Solicitação
8056954116;Não há Ocorrência para essa Solicitação
8056940718;Deslizamentos de Barreiras
8056938218;Não há Ocorrência para essa Solicitação
8056934016;Não há Ocorrência para essa Solicitação
8056902818;Invasao de Terreno de Auxilio Moradia
8056902818;Imoveis com Danos/Risco
8056876016;Imoveis com Danos/Risco
8056874617;Deslizamentos de Barreiras
8056862817;Deslizamentos de Barreiras
8056853917;Muro com Danos
8056850017;Deslizamentos de Barreiras
8056828218;Não há Ocorrência para essa Solicitação
8056822816;Imoveis com Danos/Risco
8056796517;Não há Ocorrência para essa Solicitação
8056792017;Deslizamentos de Barreiras
8056784717;Não há Ocorrência para essa Solicitação
8056772718;Não há Ocorrência para essa Solicitação
8056768018;Não há Ocorrência para essa Solicitação
8056763116;Imoveis com Danos/Risco
8056759018;Não há Ocorrência para essa Solicitação
8056756317;Não há Ocorrência para essa Solicitação
8056748918;Não há Ocorrência para essa Solicitação
8056747417;Imoveis com Danos/Risco
8056741418;Não há Ocorrência para essa Solicitação
8056738517;Desabamento Parcial Imoveis
8056738517;Não há Ocorrência para essa Solicitação
8056719918;Não há Ocorrência para essa Solicitação
8056706816;Não há Ocorrência para essa Solicitação
8056704317;Deslizamentos de Barreiras
8056676818;Deslizamentos de Barreiras
8056674717;Não há Ocorrência para essa Solicitação
8056666218;Não há Ocorrência para essa Solicitação
8056664316;Deslizamentos de Barreiras
8056663517;Não há Ocorrência para essa Solicitação
8056660418;Não há Ocorrência para essa Solicitação
8056658117;Não há Ocorrência para essa Solicitação
8056658018;Não há Ocorrência para essa Solicitação
8056643218;Não há Ocorrência para essa Solicitação
8056640716;Imoveis com Danos/Risco
8056640716;Invasao de Terreno de Auxilio Moradia
8056640716;Deslizamentos de Barreiras
8056637417;Não há Ocorrência para essa Solicitação
8056625418;Imoveis com Danos/Risco
8056622717;Não há Ocorrência para essa Solicitação
8056619418;Muro com Danos
8056617317;Não há Ocorrência para essa Solicitação
8056608417;Deslizamentos de Barreiras
8056596418;Muro com Danos
8056580018;Deslizamentos de Barreiras
8056580018;Imoveis com Danos/Risco
8056578618;Deslizamentos de Barreiras
8056578618;Não há Ocorrência para essa Solicitação
8056576318;Deslizamentos de Barreiras
8056572818;Não há Ocorrência para essa Solicitação
8056568018;Imoveis com Danos/Risco
8056566116;Não há Ocorrência para essa Solicitação
8056564916;Não há Ocorrência para essa Solicitação
8056562218;Deslizamentos de Barreiras
8056560117;Invasao de Terreno de Auxilio Moradia
8056559118;Muro com Danos
8056557918;Não há Ocorrência para essa Solicitação
8056555618;Não há Ocorrência para essa Solicitação
8056553318;Muro com Danos
8056553318;Imoveis com Danos/Risco
8056553318;Arvores em Risco
8056551416;Desabamento Parcial Imoveis
8056551018;Muro com Danos
8056549618;Deslizamentos de Barreiras
8056547318;Deslizamentos de Barreiras
8056547318;Não há Ocorrência para essa Solicitação
8056546016;Arvores em Risco
8056545018;Não há Ocorrência para essa Solicitação
8056544816;Deslizamentos de Barreiras
8056543818;Deslizamentos de Barreiras
8056543818;Arvores em Risco
8056541916;Não há Ocorrência para essa Solicitação
8056541717;Arvores em Risco
8056541518;Não há Ocorrência para essa Solicitação
8056539018;Não há Ocorrência para essa Solicitação
8056537818;Não há Ocorrência para essa Solicitação
8056537116;Não há Ocorrência para essa Solicitação
8056535916;Deslizamentos de Barreiras
8056535916;Não há Ocorrência para essa Solicitação
8056532618;Não há Ocorrência para essa Solicitação
8056529518;Imoveis com Danos/Risco
8056528017;Não há Ocorrência para essa Solicitação
8056524318;Deslizamentos de Barreiras
8056522018;Deslizamentos de Barreiras
8056519018;Não há Ocorrência para essa Solicitação
8056515617;Deslizamentos de Barreiras
8056513118;Deslizamentos de Barreiras
8056506518;Muro com Danos
8056504218;Deslizamentos de Barreiras
8056504218;Imoveis com Danos/Risco
8056500718;Elevacao do Nivel do Rio
8056500718;Imoveis Alagados
8056497618;Não há Ocorrência para essa Solicitação
8056495517;Não há Ocorrência para essa Solicitação
8056493018;Não há Ocorrência para essa Solicitação
8056490118;Deslizamentos de Barreiras
8056488917;Não há Ocorrência para essa Solicitação
8056487018;Não há Ocorrência para essa Solicitação
8056486617;Deslizamentos de Barreiras
8056485818;Não há Ocorrência para essa Solicitação
8056484317;Não há Ocorrência para essa Solicitação
8056482017;Imoveis com Danos/Risco
8056481218;Deslizamentos de Barreiras
8056481218;Muro com Danos
8056480817;Imoveis com Danos/Risco
8056480817;Deslizamentos de Barreiras
8056480016;Imoveis com Danos/Risco
8056479818;Não há Ocorrência para essa Solicitação
8056478317;Imoveis com Danos/Risco
8056478317;Deslizamentos de Barreiras
8056477518;Deslizamentos de Barreiras
8056476017;Deslizamentos de Barreiras
8056475218;Desabamento Parcial Imoveis
8056475218;Deslizamentos de Barreiras
8056474817;Tombamento de Arvores
8056472517;Imoveis com Danos/Risco
8056472517;Arvores em Risco
8056472318;Não há Ocorrência para essa Solicitação
8056470217;Imoveis com Danos/Risco
8056470018;Arvores em Risco
8056468817;Arvores em Risco
8056468618;Deslizamentos de Barreiras
8056466318;Não há Ocorrência para essa Solicitação
8056465917;Deslizamentos de Barreiras
8056464018;Não há Ocorrência para essa Solicitação
8056463617;Deslizamentos de Barreiras
8056462818;Arvores em Risco
8056461317;Desabamento Parcial Imoveis
8056459917;Não há Ocorrência para essa Solicitação
8056459718;Deslizamentos de Barreiras
8056457617;Muro com Danos
8056457418;Deslizamentos de Barreiras
8056455317;Não há Ocorrência para essa Solicitação
8056455118;Deslizamentos de Barreiras
8056453918;Não há Ocorrência para essa Solicitação
8056453017;Imoveis com Danos/Risco
8056451817;Não há Ocorrência para essa Solicitação
8056451618;Arvores em Risco
8056451618;Deslizamentos de Barreiras
8056449317;Arvores em Risco
8056449118;Imoveis com Danos/Risco
8056447918;Não há Ocorrência para essa Solicitação
8056447017;Não há Ocorrência para essa Solicitação
8056445817;Desabamento Parcial Imoveis
8056445618;Não há Ocorrência para essa Solicitação
8056443517;Não há Ocorrência para essa Solicitação
8056441018;Muro com Danos
8056439618;Não há Ocorrência para essa Solicitação
8056436718;Não há Ocorrência para essa Solicitação
8056435217;Não há Ocorrência para essa Solicitação
8056434418;Não há Ocorrência para essa Solicitação
8056432118;Imoveis com Danos/Risco
8056430918;Deslizamentos de Barreiras
8056428418;Não há Ocorrência para essa Solicitação
8056427017;Tombamento de Arvores
8056426118;Deslizamentos de Barreiras
8056424918;Deslizamentos de Barreiras
8056423417;Não há Ocorrência para essa Solicitação
8056422618;Não há Ocorrência para essa Solicitação
8056420318;Deslizamentos de Barreiras
8056418918;Deslizamentos de Barreiras
8056417417;Arvores em Risco
8056416618;Não há Ocorrência para essa Solicitação
8056414318;Deslizamentos de Barreiras
8056412018;Deslizamentos de Barreiras
8056412018;Não há Ocorrência para essa Solicitação
8056410818;Imoveis com Danos/Risco
8056410818;Não há Ocorrência para essa Solicitação
8056410017;Imoveis com Danos/Risco
8056410017;Deslizamentos de Barreiras
8056407718;Imoveis com Danos/Risco
8056404818;Imoveis com Danos/Risco
8056401918;Muro com Danos
8056399418;Não há Ocorrência para essa Solicitação
8056397118;Não há Ocorrência para essa Solicitação
8056395918;Imoveis com Danos/Risco
8056393618;Deslizamentos de Barreiras
8056391318;Não há Ocorrência para essa Solicitação
8056388218;Não há Ocorrência para essa Solicitação
8056386018;Deslizamentos de Barreiras
8056383018;Não há Ocorrência para essa Solicitação
8056381818;Não há Ocorrência para essa Solicitação
8056378718;Não há Ocorrência para essa Solicitação
8056376418;Não há Ocorrência para essa Solicitação
8056374118;Não há Ocorrência para essa Solicitação
8056372918;Não há Ocorrência para essa Solicitação
8056369116;Deslizamentos de Barreiras
8056368118;Não há Ocorrência para essa Solicitação
8056366918;Não há Ocorrência para essa Solicitação
8056364618;Não há Ocorrência para essa Solicitação
8056362318;Postes em Risco
8056362318;Muro com Danos
8056362318;Deslizamentos de Barreiras
8056362318;Imoveis com Danos/Risco
8056360018;Deslizamentos de Barreiras
8056360018;Imoveis com Danos/Risco
8056358817;Não há Ocorrência para essa Solicitação
8056356318;Desabamento Parcial Imoveis
8056356318;Deslizamentos de Barreiras
8056353418;Não há Ocorrência para essa Solicitação
8056351118;Não há Ocorrência para essa Solicitação
8056349718;Não há Ocorrência para essa Solicitação
8056347418;Imoveis com Danos/Risco
8056347418;Deslizamentos de Barreiras
8056344518;Imoveis com Danos/Risco
8056343216;Não há Ocorrência para essa Solicitação
8056342218;Deslizamentos de Barreiras
8056340018;Deslizamentos de Barreiras
8056338518;Não há Ocorrência para essa Solicitação
8056336218;Imoveis com Danos/Risco
8056336218;Arvores em Risco
8056336218;Deslizamentos de Barreiras
8056333318;Deslizamentos de Barreiras
8056331018;Muro com Danos
8056329618;Não há Ocorrência para essa Solicitação
8056327318;Imoveis com Danos/Risco
8056327318;Deslizamentos de Barreiras
8056324418;Imoveis com Danos/Risco
8056320918;Deslizamentos de Barreiras
8056316118;Deslizamentos de Barreiras
8056316118;Muro com Danos
8056314918;Não há Ocorrência para essa Solicitação
8056312618;Não há Ocorrência para essa Solicitação
8056308918;Não há Ocorrência para essa Solicitação
8056306618;Não há Ocorrência para essa Solicitação
8056304318;Imoveis Alagados
8056301418;Muro com Danos
8056297917;Deslizamentos de Barreiras
8056297718;Não há Ocorrência para essa Solicitação
8056295418;Não há Ocorrência para essa Solicitação
8056293118;Não há Ocorrência para essa Solicitação
8056291918;Deslizamentos de Barreiras
8056289418;Muro com Danos
8056287118;Não há Ocorrência para essa Solicitação
8056284218;Não há Ocorrência para essa Solicitação
8056281318;Deslizamentos de Barreiras
8056281318;Imoveis com Danos/Risco
8056278218;Não há Ocorrência para essa Solicitação
8056276018;Não há Ocorrência para essa Solicitação
8056274718;Deslizamentos de Barreiras
8056272418;Não há Ocorrência para essa Solicitação
8056269318;Não há Ocorrência para essa Solicitação
8056266418;Imoveis com Danos/Risco
8056264118;Não há Ocorrência para essa Solicitação
8056262918;Deslizamentos de Barreiras
8056260618;Não há Ocorrência para essa Solicitação
8056256017;Não há Ocorrência para essa Solicitação
8056254618;Arvores em Risco
8056249218;Imoveis com Danos/Risco
8056241118;Não há Ocorrência para essa Solicitação
8056239718;Deslizamentos de Barreiras
8056237418;Não há Ocorrência para essa Solicitação
8056235118;Não há Ocorrência para essa Solicitação
8056233918;Imoveis com Danos/Risco
8056229317;Não há Ocorrência para essa Solicitação
8056226218;Não há Ocorrência para essa Solicitação
8056224018;Não há Ocorrência para essa Solicitação
8056222718;Não há Ocorrência para essa Solicitação
8056216718;Muro com Danos
8056215416;Não há Ocorrência para essa Solicitação
8056213818;Não há Ocorrência para essa Solicitação
8056197616;Deslizamentos de Barreiras
8056187718;Não há Ocorrência para essa Solicitação
8056181918;Deslizamentos de Barreiras
8056180417;Deslizamentos de Barreiras
8056180417;Não há Ocorrência para essa Solicitação
8056170718;Imoveis com Danos/Risco
8056166018;Muro com Danos
8056146918;Não há Ocorrência para essa Solicitação
8056139218;Deslizamentos de Barreiras
8056128217;Desabamento Parcial Imoveis
8056100017;Não há Ocorrência para essa Solicitação
8056091117;Arvores em Risco
8056085117;Não há Ocorrência para essa Solicitação
8056081617;Não há Ocorrência para essa Solicitação
8056076018;Não há Ocorrência para essa Solicitação
8056075617;Não há Ocorrência para essa Solicitação
8056072717;Não há Ocorrência para essa Solicitação
8056069418;Não há Ocorrência para essa Solicitação
8056062018;Desabamento Parcial de Obras de Contencao/Drenagem
8056061517;Deslizamentos de Barreiras
8056057817;Deslizamentos de Barreiras
8056046816;Deslizamentos de Barreiras
8056044516;Invasao de Terreno de Auxilio Moradia
8056041417;Não há Ocorrência para essa Solicitação
8056038317;Desabamento Parcial Imoveis
8056038317;Imoveis com Danos/Risco
8056026318;Não há Ocorrência para essa Solicitação
8056023418;Deslizamentos de Barreiras
8056021118;Arvores em Risco
8056019718;Arvores em Risco
8056015317;Deslizamentos de Barreiras
8056012616;Muro com Danos
8056000816;Não há Ocorrência para essa Solicitação
8055974717;Deslizamentos de Barreiras
8055970117;Deslizamentos de Barreiras
8055956718;Não há Ocorrência para essa Solicitação
8055943616;Deslizamentos de Barreiras
8055935018;Imoveis com Danos/Risco
8055932416;Não há Ocorrência para essa Solicitação
8055932416;Deslizamentos de Barreiras
8055930818;Não há Ocorrência para essa Solicitação
8055928318;Deslizamentos de Barreiras
8055926018;Não há Ocorrência para essa Solicitação
8055916518;Não há Ocorrência para essa Solicitação
8055912018;Invasao de Terreno de Auxilio Moradia
8055874018;Não há Ocorrência para essa Solicitação
8055862218;Não há Ocorrência para essa Solicitação
8055860316;Deslizamentos de Barreiras
8055857017;Não há Ocorrência para essa Solicitação
8055848018;Não há Ocorrência para essa Solicitação
8055810616;Deslizamentos de Barreiras
8055772318;Não há Ocorrência para essa Solicitação
8055733818;Não há Ocorrência para essa Solicitação
8055727818;Imoveis com Danos/Risco
8055721316;Imoveis com Danos/Risco
8055721117;Imoveis Alagados
8055721117;Imoveis com Danos/Risco
8055721117;Desabamento Parcial Imoveis
8055707718;Imoveis com Danos/Risco
8055706217;Não há Ocorrência para essa Solicitação
8055704017;Deslizamentos de Barreiras
8055695918;Imoveis com Danos/Risco
8055695918;Deslizamentos de Barreiras
8055690016;Arvores em Risco
8055682816;Não há Ocorrência para essa Solicitação
8055682816;Imoveis com Danos/Risco
8055682816;Deslizamentos de Barreiras
8055680516;Deslizamentos de Barreiras
8055680516;Não há Ocorrência para essa Solicitação
8055680516;Imoveis com Danos/Risco
8055637918;Não há Ocorrência para essa Solicitação
8055632718;Muro com Danos
8055612618;Imoveis com Danos/Risco
8055600017;Não há Ocorrência para essa Solicitação
8055598517;Não há Ocorrência para essa Solicitação
8055589617;Não há Ocorrência para essa Solicitação
8055580718;Não há Ocorrência para essa Solicitação
8055568718;Não há Ocorrência para essa Solicitação
8055566418;Arvores em Risco
8055556918;Imoveis com Danos/Risco
8055534916;Não há Ocorrência para essa Solicitação
8055532218;Deslizamentos de Barreiras
8055518018;Não há Ocorrência para essa Solicitação
8055506118;Não há Ocorrência para essa Solicitação
8055503218;Não há Ocorrência para essa Solicitação
8055503218;Deslizamentos de Barreiras
8055497218;Não há Ocorrência para essa Solicitação
8055466316;Não há Ocorrência para essa Solicitação
8055459716;Muro com Danos
8055459716;Postes em Risco
8055443018;Não há Ocorrência para essa Solicitação
8055433816;Não há Ocorrência para essa Solicitação
8055424518;Imoveis com Danos/Risco
8055407318;Não há Ocorrência para essa Solicitação
8055356018;Não há Ocorrência para essa Solicitação
8055354718;Não há Ocorrência para essa Solicitação
8055347018;Não há Ocorrência para essa Solicitação
8055345818;Deslizamentos de Barreiras
8055333018;Não há Ocorrência para essa Solicitação
8055331718;Não há Ocorrência para essa Solicitação
8055280716;Deslizamentos de Barreiras
8055275316;Imoveis com Danos/Risco
8055273016;Invasao de Terreno de Auxilio Moradia
8055216716;Não há Ocorrência para essa Solicitação
8055214416;Deslizamentos de Barreiras
8055214416;Não há Ocorrência para essa Solicitação
8055208416;Não há Ocorrência para essa Solicitação
8055203216;Postes em Risco
8055203216;Muro com Danos
8055198916;Não há Ocorrência para essa Solicitação
8055187716;Não há Ocorrência para essa Solicitação
8055184816;Deslizamentos de Barreiras
8055159316;Não há Ocorrência para essa Solicitação
8055134917;Deslizamentos de Barreiras
8055127217;Deslizamentos de Barreiras
8055117916;Invasao de Terreno de Auxilio Moradia
8055115616;Imoveis com Danos/Risco
8055061117;Não há Ocorrência para essa Solicitação
8055052217;Não há Ocorrência para essa Solicitação
8055041017;Imoveis com Danos/Risco
8055026117;Imoveis com Danos/Risco
8055023416;Invasao de Terreno de Auxilio Moradia
8054990016;Imoveis com Danos/Risco
8054949016;Não há Ocorrência para essa Solicitação
8054931018;Imoveis com Danos/Risco
8054898318;Muro com Danos
8054864516;Não há Ocorrência para essa Solicitação
8054842116;Invasao de Terreno de Auxilio Moradia
8054805518;Não há Ocorrência para essa Solicitação
8054748317;Não há Ocorrência para essa Solicitação
8054741016;Incendios
8054728217;Invasao de Terreno de Auxilio Moradia
8054726017;Deslizamentos de Barreiras
8054722417;Invasao de Terreno de Auxilio Moradia
8054716417;Não há Ocorrência para essa Solicitação
8054710617;Imoveis com Danos/Risco
8054707517;Imoveis com Danos/Risco
8054694017;Imoveis com Danos/Risco
8054690517;Deslizamentos de Barreiras
8054687417;Imoveis com Danos/Risco
8054685117;Imoveis com Danos/Risco
8054683917;Não há Ocorrência para essa Solicitação
8054681617;Não há Ocorrência para essa Solicitação
8054679117;Não há Ocorrência para essa Solicitação
8054677917;Não há Ocorrência para essa Solicitação
8054675617;Muro com Danos
8054672717;Deslizamentos de Barreiras
8054671216;Deslizamentos de Barreiras
8054669617;Muro com Danos
8054669617;Deslizamentos de Barreiras
8054666717;Invasao de Terreno de Auxilio Moradia
8054664417;Muro com Danos
8054649517;Não há Ocorrência para essa Solicitação
8054636017;Não há Ocorrência para essa Solicitação
8054608518;Arvores em Risco
8054597318;Deslizamentos de Barreiras
8054587116;Não há Ocorrência para essa Solicitação
8054587116;Deslizamentos de Barreiras
8054582817;Não há Ocorrência para essa Solicitação
8054573016;Muro com Danos
8054567016;Muro com Danos
8054559418;Deslizamentos de Barreiras
8054539318;Não há Ocorrência para essa Solicitação
8054535017;Não há Ocorrência para essa Solicitação
8054534118;Não há Ocorrência para essa Solicitação
8054514217;Não há Ocorrência para essa Solicitação
8054511118;Não há Ocorrência para essa Solicitação
8054495016;Arvores em Risco
8054493517;Arvores em Risco
8054490418;Deslizamentos de Barreiras
8054483818;Deslizamentos de Barreiras
8054468918;Não há Ocorrência para essa Solicitação
8054463917;Não há Ocorrência para essa Solicitação
8054453118;Imoveis com Danos/Risco
8054428718;Não há Ocorrência para essa Solicitação
8054412517;Não há Ocorrência para essa Solicitação
8054409218;Não há Ocorrência para essa Solicitação
8054405718;Imoveis com Danos/Risco
8054393017;Não há Ocorrência para essa Solicitação
8054388916;Não há Ocorrência para essa Solicitação
8054385618;Não há Ocorrência para essa Solicitação
8054358918;Deslizamentos de Barreiras
8054353718;Deslizamentos de Barreiras
8054342717;Arvores em Risco
8054320516;Imoveis com Danos/Risco
8054315818;Não há Ocorrência para essa Solicitação
8054296716;Imoveis com Danos/Risco
8054296716;Não há Ocorrência para essa Solicitação
8054292116;Imoveis com Danos/Risco
8054287418;Arvores em Risco
8054284518;Imoveis com Danos/Risco
8054282218;Imoveis com Danos/Risco
8054273716;Não há Ocorrência para essa Solicitação
8054271416;Imoveis com Danos/Risco
8054269016;Desabamento Parcial Imoveis
8054260017;Não há Ocorrência para essa Solicitação
8054253417;Não há Ocorrência para essa Solicitação
8054251316;Imoveis com Danos/Risco
8054250517;Não há Ocorrência para essa Solicitação
8054249518;Não há Ocorrência para essa Solicitação
8054246817;Não há Ocorrência para essa Solicitação
8054246016;Invasao de Terreno de Auxilio Moradia
8054244517;Não há Ocorrência para essa Solicitação
8054243016;Deslizamentos de Barreiras
8054239018;Imoveis com Danos/Risco
8054234818;Não há Ocorrência para essa Solicitação
8054232518;Não há Ocorrência para essa Solicitação
8054229418;Não há Ocorrência para essa Solicitação
8054222117;Não há Ocorrência para essa Solicitação
8054215318;Arvores em Risco
8054213217;Imoveis com Danos/Risco
8054212418;Imoveis com Danos/Risco
8054212418;Muro com Danos
8054209318;Deslizamentos de Barreiras
8054203518;Não há Ocorrência para essa Solicitação
8054202017;Não há Ocorrência para essa Solicitação
8054197717;Não há Ocorrência para essa Solicitação
8054194618;Não há Ocorrência para essa Solicitação
8054192318;Imoveis com Danos/Risco
8054188817;Arvores em Risco
8054184217;Arvores em Risco
8054180717;Não há Ocorrência para essa Solicitação
8054178217;Não há Ocorrência para essa Solicitação
8054173918;Não há Ocorrência para essa Solicitação
8054173017;Arvores em Risco
8054173017;Deslizamentos de Barreiras
8054168518;Muro com Danos
8054166417;Não há Ocorrência para essa Solicitação
8054165618;Deslizamentos de Barreiras
8054164316;Imoveis com Danos/Risco
8054163318;Deslizamentos de Barreiras
8054163318;Não há Ocorrência para essa Solicitação
8054162917;Deslizamentos de Barreiras
8054160617;Desabamento Parcial de Obras de Contencao/Drenagem
8054160617;Deslizamentos de Barreiras
8054158117;Não há Ocorrência para essa Solicitação
8054152516;Não há Ocorrência para essa Solicitação
8054118818;Não há Ocorrência para essa Solicitação
8054112117;Não há Ocorrência para essa Solicitação
8054106117;Arvores em Risco
8054104718;Imoveis com Danos/Risco
8054104718;Muro com Danos
8054101017;Imoveis com Danos/Risco
8054097217;Muro com Danos
8054097217;Arvores em Risco
8054094317;Não há Ocorrência para essa Solicitação
8054085417;Não há Ocorrência para essa Solicitação
8054074217;Não há Ocorrência para essa Solicitação
8054069917;Imoveis com Danos/Risco
8054067617;Arvores em Risco
8054067617;Imoveis com Danos/Risco
8054065317;Imoveis com Danos/Risco
8054065317;Arvores em Risco
8054063918;Não há Ocorrência para essa Solicitação
8054056417;Não há Ocorrência para essa Solicitação
8054050617;Não há Ocorrência para essa Solicitação
8054041717;Não há Ocorrência para essa Solicitação
8054038617;Imoveis com Danos/Risco
8054038617;Deslizamentos de Barreiras
8054035717;Imoveis com Danos/Risco
8054035717;Deslizamentos de Barreiras
8054015418;Deslizamentos de Barreiras
8054015418;Arvores em Risco
8054013317;Invasao de Terreno de Auxilio Moradia
8054013118;Deslizamentos de Barreiras
8054007118;Imoveis com Danos/Risco
8054002117;Deslizamentos de Barreiras
8054002117;Não há Ocorrência para essa Solicitação
8053998816;Imoveis com Danos/Risco
8053993218;Não há Ocorrência para essa Solicitação
8053992016;Imoveis com Danos/Risco
8053985117;Não há Ocorrência para essa Solicitação
8053983917;Não há Ocorrência para essa Solicitação
8053975418;Imoveis com Danos/Risco
8053971017;Não há Ocorrência para essa Solicitação
8053971017;Deslizamentos de Barreiras
8053969617;Deslizamentos de Barreiras
8053969617;Arvores em Risco
8053963817;Imoveis com Danos/Risco
8053956117;Não há Ocorrência para essa Solicitação
8053956117;Deslizamentos de Barreiras
8053952617;Imoveis com Danos/Risco
8053952617;Deslizamentos de Barreiras
8053952617;Arvores em Risco
8053948917;Deslizamentos de Barreiras
8053941417;Deslizamentos de Barreiras
8053938118;Deslizamentos de Barreiras
8053932517;Imoveis com Danos/Risco
8053932318;Arvores em Risco
8053929218;Não há Ocorrência para essa Solicitação
8053923418;Muro com Danos
8053921118;Arvores em Risco
8053915118;Arvores em Risco
8053915118;Não há Ocorrência para essa Solicitação
8053910117;Imoveis com Danos/Risco
8053910117;Deslizamentos de Barreiras
8053905817;Não há Ocorrência para essa Solicitação
8053905618;Deslizamentos de Barreiras
8053897517;Deslizamentos de Barreiras
8053897318;Não há Ocorrência para essa Solicitação
8053889217;Não há Ocorrência para essa Solicitação
8053887017;Deslizamentos de Barreiras
8053886516;Tombamento de Arvores
8053883417;Não há Ocorrência para essa Solicitação
8053883417;Deslizamentos de Barreiras
8053880517;Invasao de Terreno de Auxilio Moradia
8053880318;Desabamento Parcial Imoveis
8053880318;Não há Ocorrência para essa Solicitação
8053878017;Não há Ocorrência para essa Solicitação
8053875117;Não há Ocorrência para essa Solicitação
8053870017;Tombamento de Arvores
8053870017;Arvores em Risco
8053866217;Não há Ocorrência para essa Solicitação
8053863317;Deslizamentos de Barreiras
8053862916;Invasao de Terreno de Auxilio Moradia
8053862518;Imoveis com Danos/Risco
8053860616;Não há Ocorrência para essa Solicitação
8053860417;Deslizamentos de Barreiras
8053859418;Imoveis com Danos/Risco
8053858017;Deslizamentos de Barreiras
8053855017;Desabamento Parcial Imoveis
8053849017;Arvores em Risco
8053847618;Não há Ocorrência para essa Solicitação
8053846316;Imoveis com Danos/Risco
8053846117;Deslizamentos de Barreiras
8053846117;Não há Ocorrência para essa Solicitação
8053845318;Muro com Danos
8053844917;Não há Ocorrência para essa Solicitação
8053841818;Não há Ocorrência para essa Solicitação
8053839517;Não há Ocorrência para essa Solicitação
8053839318;Arvores em Risco
8053839318;Deslizamentos de Barreiras
8053837018;Não há Ocorrência para essa Solicitação
8053836617;Não há Ocorrência para essa Solicitação
8053833518;Imoveis com Danos/Risco
8053832017;Deslizamentos de Barreiras
8053825417;Imoveis com Danos/Risco
8053825417;Muro com Danos
8053823117;Não há Ocorrência para essa Solicitação
8053820217;Não há Ocorrência para essa Solicitação
8053812017;Não há Ocorrência para essa Solicitação
8053811118;Imoveis com Danos/Risco
8053810717;Muro com Danos
8053808018;Imoveis com Danos/Risco
8053807617;Não há Ocorrência para essa Solicitação
8053803017;Muro com Danos
8053803017;Deslizamentos de Barreiras
8053802218;Não há Ocorrência para essa Solicitação
8053801817;Não há Ocorrência para essa Solicitação
8053799118;Não há Ocorrência para essa Solicitação
8053798717;Arvores em Risco
8053794117;Não há Ocorrência para essa Solicitação
8053793318;Não há Ocorrência para essa Solicitação
8053789618;Arvores em Risco
8053789618;Imoveis com Danos/Risco
8053789618;Muro com Danos
8053785018;Não há Ocorrência para essa Solicitação
8053783017;Arvores em Risco
8053783017;Tombamento de Arvores
8053778418;Imoveis com Danos/Risco
8053776317;Não há Ocorrência para essa Solicitação
8053773218;Não há Ocorrência para essa Solicitação
8053761418;Não há Ocorrência para essa Solicitação
8053755418;Imoveis com Danos/Risco
8053746518;Imoveis com Danos/Risco
8053741318;Não há Ocorrência para essa Solicitação
8053738218;Muro com Danos
8053724516;Imoveis com Danos/Risco
8053721218;Deslizamentos de Barreiras
8053721218;Alagamentos
8053711917;Arvores em Risco
8053711917;Deslizamentos de Barreiras
8053701118;Não há Ocorrência para essa Solicitação
8053699718;Não há Ocorrência para essa Solicitação
8053699016;Imoveis com Danos/Risco
8053693216;Invasao de Terreno de Auxilio Moradia
8053690316;Tombamento de Arvores
8053689118;Deslizamentos de Barreiras
8053683517;Não há Ocorrência para essa Solicitação
8053679618;Não há Ocorrência para essa Solicitação
8053677517;Não há Ocorrência para essa Solicitação
8053673818;Não há Ocorrência para essa Solicitação
8053669018;Imoveis com Danos/Risco
8053667017;Não há Ocorrência para essa Solicitação
8053657417;Não há Ocorrência para essa Solicitação
8053650818;Deslizamentos de Barreiras
8053650818;Arvores em Risco
8053646217;Imoveis com Danos/Risco
8053643317;Arvores em Risco
8053634417;Não há Ocorrência para essa Solicitação
8053630917;Não há Ocorrência para essa Solicitação
8053618917;Imoveis com Danos/Risco
8053618917;Arvores em Risco
8053617018;Imoveis com Danos/Risco
8053609017;Deslizamentos de Barreiras
8053606017;Não há Ocorrência para essa Solicitação
8053601917;Não há Ocorrência para essa Solicitação
8053599616;Imoveis com Danos/Risco
8053599417;Não há Ocorrência para essa Solicitação
8053599218;Não há Ocorrência para essa Solicitação
8053596517;Não há Ocorrência para essa Solicitação
8053596318;Deslizamentos de Barreiras
8053587617;Não há Ocorrência para essa Solicitação
8053584717;Não há Ocorrência para essa Solicitação
8053581817;Arvores em Risco
8053578717;Não há Ocorrência para essa Solicitação
8053573716;Deslizamentos de Barreiras
