processo_numero;processo_ocorrencia
8014897314;Imoveis com Danos/Risco
8014894414;Não há Ocorrência para essa Solicitação
8014894016;Não há Ocorrência para essa Solicitação
8014892114;Não há Ocorrência para essa Solicitação
8014890914;Deslizamentos de Barreiras
8014888414;Deslizamentos de Barreiras
8014886114;Deslizamentos de Barreiras
8014884914;Imoveis Alagados
8014883717;Deslizamentos de Barreiras
8014882614;Deslizamentos de Barreiras
8014880115;Não há Ocorrência para essa Solicitação
8014879514;Imoveis com Danos/Risco
8014877518;Imoveis com Danos/Risco
8014877214;Não há Ocorrência para essa Solicitação
8014875014;Não há Ocorrência para essa Solicitação
8014873714;Desabamento Parcial Imoveis
8014871016;Arvores em Risco
8014869014;Não há Ocorrência para essa Solicitação
8014868115;Imoveis com Danos/Risco
8014867714;Deslizamentos de Barreiras
8014866915;Não há Ocorrência para essa Solicitação
8014865414;Não há Ocorrência para essa Solicitação
8014863114;Deslizamentos de Barreiras
8014857114;Não há Ocorrência para essa Solicitação
8014857114;Deslizamentos de Barreiras
8014855914;Deslizamentos de Barreiras
8014854015;Imoveis com Danos/Risco
8014853614;Alagamentos
8014852815;Imoveis com Danos/Risco
8014850714;Não há Ocorrência para essa Solicitação
8014850515;Muro com Danos
8014848214;Não há Ocorrência para essa Solicitação
8014846815;Não há Ocorrência para essa Solicitação
8014846815;Deslizamentos de Barreiras
8014846014;Não há Ocorrência para essa Solicitação
8014844714;Não há Ocorrência para essa Solicitação
8014844515;Deslizamentos de Barreiras
8014841615;Tombamento de Arvores
8014840114;Deslizamentos de Barreiras
8014838714;Não há Ocorrência para essa Solicitação
8014838714;Deslizamentos de Barreiras
8014838316;Não há Ocorrência para essa Solicitação
8014835814;Tombamento de Arvores
8014833514;Não há Ocorrência para essa Solicitação
8014831214;Imoveis com Danos/Risco
8014829814;Imoveis com Danos/Risco
8014827514;Muro com Danos
8014827514;Tombamento de Arvores
8014827116;Deslizamentos de Barreiras
8014827116;Não há Ocorrência para essa Solicitação
8014825214;Tombamento de Arvores
8014825214;Imoveis com Danos/Risco
8014823815;Imoveis com Danos/Risco
8014823014;Imoveis com Danos/Risco
8014823014;Deslizamentos de Barreiras
8014821714;Desabamento Parcial Imoveis
8014819214;Imoveis com Danos/Risco
8014817014;Desabamento Parcial Imoveis
8014816115;Muro com Danos
8014815714;Não há Ocorrência para essa Solicitação
8014813414;Não há Ocorrência para essa Solicitação
8014813215;Muro com Danos
8014813215;Deslizamentos de Barreiras
8014812416;Arvores em Risco
8014811114;Imoveis com Danos/Risco
8014810017;Não há Ocorrência para essa Solicitação
8014809714;Deslizamentos de Barreiras
8014807414;Muro com Danos
8014805114;Desabamento Total Imoveis
8014805114;Desabamento Parcial Imoveis
8014804116;Não há Ocorrência para essa Solicitação
8014803914;Imoveis com Danos/Risco
8014803715;Deslizamentos de Barreiras
8014803715;Não há Ocorrência para essa Solicitação
8014801614;Não há Ocorrência para essa Solicitação
8014800616;Deslizamentos de Barreiras
8014792316;Imoveis com Danos/Risco
8014789415;Imoveis com Danos/Risco
8014788616;Não há Ocorrência para essa Solicitação
8014784016;Invasao de Terreno de Auxilio Moradia
8014781818;Deslizamentos de Barreiras
8014773717;Imoveis com Danos/Risco
8014773717;Deslizamentos de Barreiras
8014754416;Imoveis com Danos/Risco
8014750214;Desabamento Parcial Imoveis
8014748615;Imoveis com Danos/Risco
8014746315;Não há Ocorrência para essa Solicitação
8014741314;Desabamento Parcial Imoveis
8014734515;Deslizamentos de Barreiras
8014734515;Não há Ocorrência para essa Solicitação
8014732215;Imoveis com Danos/Risco
8014730015;Imoveis com Danos/Risco
8014723514;Deslizamentos de Barreiras
8014720415;Arvores em Risco
8014707014;Deslizamentos de Barreiras
8014705714;Imoveis com Danos/Risco
8014704915;Muro com Danos
8014703718;Imoveis com Danos/Risco
8014703414;Imoveis com Danos/Risco
8014702217;Deslizamentos de Barreiras
8014701114;Imoveis com Danos/Risco
8014699714;Deslizamentos de Barreiras
8014699714;Não há Ocorrência para essa Solicitação
8014697414;Imoveis com Danos/Risco
8014696217;Não há Ocorrência para essa Solicitação
8014694315;Não há Ocorrência para essa Solicitação
8014690616;Imoveis com Danos/Risco
8014686916;Não há Ocorrência para essa Solicitação
8014684417;Imoveis com Danos/Risco
8014680016;Deslizamentos de Barreiras
8014680016;Imoveis com Danos/Risco
8014667615;Não há Ocorrência para essa Solicitação
8014665315;Não há Ocorrência para essa Solicitação
8014657015;Imoveis com Danos/Risco
8014628214;Invasao de Terreno de Auxilio Moradia
8014624117;Deslizamentos de Barreiras
8014622917;Imoveis com Danos/Risco
8014622917;Incendios
8014622016;Imoveis com Danos/Risco
8014620114;Deslizamentos de Barreiras
8014614114;Invasao de Terreno de Auxilio Moradia
8014612715;Imoveis com Danos/Risco
8014610415;Imoveis com Danos/Risco
8014610415;Desabamento Parcial Imoveis
8014606715;Deslizamentos de Barreiras
8014606715;Imoveis com Danos/Risco
8014603014;Deslizamentos de Barreiras
8014602618;Imoveis com Danos/Risco
8014602115;Imoveis com Danos/Risco
8014599214;Deslizamentos de Barreiras
8014599015;Não há Ocorrência para essa Solicitação
8014596314;Deslizamentos de Barreiras
8014590116;Não há Ocorrência para essa Solicitação
8014584315;Deslizamentos de Barreiras
8014576916;Não há Ocorrência para essa Solicitação
8014574616;Arvores em Risco
8014573115;Imoveis com Danos/Risco
8014566316;Não há Ocorrência para essa Solicitação
8014564215;Não há Ocorrência para essa Solicitação
8014563814;Arvores em Risco
8014560715;Imoveis com Danos/Risco
8014556114;Imoveis com Danos/Risco
8014552614;Imoveis com Danos/Risco
8014550314;Imoveis com Danos/Risco
8014548914;Desabamento Parcial Imoveis
8014546614;Desabamento Parcial Imoveis
8014546415;Não há Ocorrência para essa Solicitação
8014544314;Muro com Danos
8014544115;Não há Ocorrência para essa Solicitação
8014542915;Desabamento Parcial Imoveis
8014542716;Imoveis com Danos/Risco
8014542716;Não há Ocorrência para essa Solicitação
8014539616;Não há Ocorrência para essa Solicitação
8014537714;Deslizamentos de Barreiras
8014534814;Deslizamentos de Barreiras
8014532315;Deslizamentos de Barreiras
8014523415;Invasao de Terreno de Auxilio Moradia
8014513915;Muro com Danos
8014507915;Muro com Danos
8014505814;Imoveis com Danos/Risco
8014505416;Não há Ocorrência para essa Solicitação
8014503017;Não há Ocorrência para essa Solicitação
8014502914;Imoveis com Danos/Risco
8014498114;Não há Ocorrência para essa Solicitação
8014497315;Não há Ocorrência para essa Solicitação
8014494614;Deslizamentos de Barreiras
8014487815;Invasao de Terreno de Auxilio Moradia
8014483414;Não há Ocorrência para essa Solicitação
8014483414;Deslizamentos de Barreiras
8014478915;Arvores em Risco
8014472015;Alagamentos
8014472015;Deslizamentos de Barreiras
8014469816;Arvores em Risco
8014468514;Deslizamentos de Barreiras
8014463314;Deslizamentos de Barreiras
8014457016;Deslizamentos de Barreiras
8014456018;Não há Ocorrência para essa Solicitação
8014454414;Imoveis com Danos/Risco
8014451116;Deslizamentos de Barreiras
8014450715;Arvores em Risco
8014450715;Imoveis com Danos/Risco
8014446015;Arvores em Risco
8014442216;Invasao de Terreno de Auxilio Moradia
8014441815;Deslizamentos de Barreiras
8014439116;Deslizamentos de Barreiras
8014437015;Não há Ocorrência para essa Solicitação
8014433316;Deslizamentos de Barreiras
8014428115;Não há Ocorrência para essa Solicitação
8014428016;Não há Ocorrência para essa Solicitação
8014423114;Deslizamentos de Barreiras
8014420916;Deslizamentos de Barreiras
8014417816;Não há Ocorrência para essa Solicitação
8014413415;Imoveis com Danos/Risco
8014411016;Deslizamentos de Barreiras
8014409715;Imoveis com Danos/Risco
8014409715;Incendios
8014409516;Desabamento Total de Obras de Contencao/Drenagem
8014406815;Imoveis com Danos/Risco
8014406616;Não há Ocorrência para essa Solicitação
8014405817;Não há Ocorrência para essa Solicitação
8014405314;Imoveis com Danos/Risco
8014404515;Arvores em Risco
8014403014;Não há Ocorrência para essa Solicitação
8014400617;Arvores em Risco
8014400114;Não há Ocorrência para essa Solicitação
8014398515;Deslizamentos de Barreiras
8014392516;Não há Ocorrência para essa Solicitação
8014382115;Não há Ocorrência para essa Solicitação
8014382115;Imoveis com Danos/Risco
8014380915;Não há Ocorrência para essa Solicitação
8014380915;Deslizamentos de Barreiras
8014379214;Não há Ocorrência para essa Solicitação
8014377815;Não há Ocorrência para essa Solicitação
8014375515;Muro com Danos
8014374517;Imoveis com Danos/Risco
8014367917;Deslizamentos de Barreiras
8014361614;Não há Ocorrência para essa Solicitação
8014355415;Não há Ocorrência para essa Solicitação
8014353314;Invasao de Terreno de Auxilio Moradia
8014353115;Não há Ocorrência para essa Solicitação
8014351915;Não há Ocorrência para essa Solicitação
8014351915;Imoveis com Danos/Risco
8014348815;Arvores em Risco
8014335116;Não há Ocorrência para essa Solicitação
8014327214;Deslizamentos de Barreiras
8014327214;Não há Ocorrência para essa Solicitação
8014324314;Incendios
8014321215;Arvores em Risco
8014317714;Deslizamentos de Barreiras
8014317714;Não há Ocorrência para essa Solicitação
8014316915;Arvores em Risco
8014309917;Deslizamentos de Barreiras
8014308814;Deslizamentos de Barreiras
8014308615;Deslizamentos de Barreiras
8014302815;Não há Ocorrência para essa Solicitação
8014301314;Deslizamentos de Barreiras
8014301314;Não há Ocorrência para essa Solicitação
8014299914;Deslizamentos de Barreiras
8014299914;Não há Ocorrência para essa Solicitação
8014299715;Não há Ocorrência para essa Solicitação
8014296014;Deslizamentos de Barreiras
8014294714;Imoveis com Danos/Risco
8014292414;Deslizamentos de Barreiras
8014290114;Imoveis com Danos/Risco
8014288714;Incendios
8014288515;Deslizamentos de Barreiras
8014288515;Não há Ocorrência para essa Solicitação
8014285615;Não há Ocorrência para essa Solicitação
8014283315;Não há Ocorrência para essa Solicitação
8014281916;Não há Ocorrência para essa Solicitação
8014272016;Deslizamentos de Barreiras
8014272016;Não há Ocorrência para essa Solicitação
8014269214;Não há Ocorrência para essa Solicitação
8014266115;Arvores em Risco
8014266016;Não há Ocorrência para essa Solicitação
8014264915;Não há Ocorrência para essa Solicitação
8014264716;Não há Ocorrência para essa Solicitação
8014264716;Deslizamentos de Barreiras
8014263917;Não há Ocorrência para essa Solicitação
8014262814;Não há Ocorrência para essa Solicitação
8014261015;Não há Ocorrência para essa Solicitação
8014260514;Não há Ocorrência para essa Solicitação
8014256615;Não há Ocorrência para essa Solicitação
8014256615;Deslizamentos de Barreiras
8014254315;Não há Ocorrência para essa Solicitação
8014254315;Imoveis com Danos/Risco
8014254017;Arvores em Risco
8014252214;Imoveis com Danos/Risco
8014252015;Deslizamentos de Barreiras
8014250815;Não há Ocorrência para essa Solicitação
8014248315;Imoveis com Danos/Risco
8014244417;Não há Ocorrência para essa Solicitação
8014224914;Deslizamentos de Barreiras
8014216614;Imoveis com Danos/Risco
8014215616;Não há Ocorrência para essa Solicitação
8014214314;Invasao de Terreno de Auxilio Moradia
8014204814;Invasao de Terreno de Auxilio Moradia
8014198416;Deslizamentos de Barreiras
8014198416;Não há Ocorrência para essa Solicitação
8014197418;Não há Ocorrência para essa Solicitação
8014195914;Invasao de Terreno de Auxilio Moradia
8014193415;Muro com Danos
8014193415;Imoveis com Danos/Risco
8014192014;Imoveis com Danos/Risco
8014188916;Deslizamentos de Barreiras
8014188214;Imoveis com Danos/Risco
8014188214;Deslizamentos de Barreiras
8014185115;Imoveis com Danos/Risco
8014183915;Imoveis com Danos/Risco
8014182414;Imoveis com Danos/Risco
8014179314;Não há Ocorrência para essa Solicitação
8014179115;Não há Ocorrência para essa Solicitação
8014179016;Imoveis com Danos/Risco
8014173315;Não há Ocorrência para essa Solicitação
8014173116;Deslizamentos de Barreiras
8014173116;Não há Ocorrência para essa Solicitação
8014167116;Não há Ocorrência para essa Solicitação
8014164415;Não há Ocorrência para essa Solicitação
8014162115;Não há Ocorrência para essa Solicitação
8014155714;Não há Ocorrência para essa Solicitação
8014154915;Não há Ocorrência para essa Solicitação
8014151015;Deslizamentos de Barreiras
8014148915;Deslizamentos de Barreiras
8014148014;Imoveis com Danos/Risco
8014146416;Não há Ocorrência para essa Solicitação
8014146416;Deslizamentos de Barreiras
8014145015;Deslizamentos de Barreiras
8014143715;Deslizamentos de Barreiras
8014140815;Deslizamentos de Barreiras
8014138315;Muro com Danos
8014138116;Imoveis com Danos/Risco
8014136916;Deslizamentos de Barreiras
8014136015;Deslizamentos de Barreiras
8014134815;Deslizamentos de Barreiras
8014134616;Deslizamentos de Barreiras
8014133314;Deslizamentos de Barreiras
8014132515;Não há Ocorrência para essa Solicitação
8014130215;Não há Ocorrência para essa Solicitação
8014128815;Arvores em Risco
8014126515;Invasao de Terreno de Auxilio Moradia
8014124215;Imoveis com Danos/Risco
8014123814;Não há Ocorrência para essa Solicitação
8014121315;Não há Ocorrência para essa Solicitação
8014119915;Não há Ocorrência para essa Solicitação
8014117615;Não há Ocorrência para essa Solicitação
8014114715;Não há Ocorrência para essa Solicitação
8014112415;Imoveis com Danos/Risco
8014110115;Não há Ocorrência para essa Solicitação
8014109514;Invasao de Terreno de Auxilio Moradia
8014108715;Não há Ocorrência para essa Solicitação
8014107214;Não há Ocorrência para essa Solicitação
8014102014;Não há Ocorrência para essa Solicitação
8014100814;Não há Ocorrência para essa Solicitação
8014095718;Não há Ocorrência para essa Solicitação
8014092514;Não há Ocorrência para essa Solicitação
8014090518;Não há Ocorrência para essa Solicitação
8014090214;Imoveis Alagados
8014090214;Muro com Danos
8014090214;Imoveis com Danos/Risco
8014089016;Não há Ocorrência para essa Solicitação
8014088814;Arvores em Risco
8014088814;Deslizamentos de Barreiras
8014076014;Não há Ocorrência para essa Solicitação
8014074714;Não há Ocorrência para essa Solicitação
8014069016;Deslizamentos de Barreiras
8014067014;Imoveis com Danos/Risco
8014065217;Imoveis com Danos/Risco
8014061214;Arvores em Risco
8014054017;Muro com Danos
8014053014;Imoveis com Danos/Risco
8014049214;Invasao de Terreno de Auxilio Moradia
8014042814;Não há Ocorrência para essa Solicitação
8014040514;Não há Ocorrência para essa Solicitação
8014038014;Imoveis com Danos/Risco
8014036217;Imoveis com Danos/Risco
8014034514;Imoveis com Danos/Risco
8014033516;Imoveis com Danos/Risco
8014033516;Arvores em Risco
8014028514;Deslizamentos de Barreiras
8014026015;Não há Ocorrência para essa Solicitação
8014024815;Arvores em Risco
8014022316;Não há Ocorrência para essa Solicitação
8014017618;Imoveis com Danos/Risco
8014014414;Invasao de Terreno de Auxilio Moradia
8014012816;Deslizamentos de Barreiras
8014012114;Invasao de Terreno de Auxilio Moradia
8014009716;Não há Ocorrência para essa Solicitação
8014000115;Não há Ocorrência para essa Solicitação
8013996615;Imoveis com Danos/Risco
8013996615;Não há Ocorrência para essa Solicitação
8013992015;Invasao de Terreno de Auxilio Moradia
8013977115;Não há Ocorrência para essa Solicitação
8013973615;Não há Ocorrência para essa Solicitação
8013971315;Não há Ocorrência para essa Solicitação
8013969915;Não há Ocorrência para essa Solicitação
8013965315;Não há Ocorrência para essa Solicitação
8013958715;Não há Ocorrência para essa Solicitação
8013955815;Deslizamentos de Barreiras
8013952716;Arvores em Risco
8013951215;Não há Ocorrência para essa Solicitação
8013946716;Não há Ocorrência para essa Solicitação
8013942116;Imoveis com Danos/Risco
8013938416;Não há Ocorrência para essa Solicitação
8013935516;Invasao de Terreno de Auxilio Moradia
8013930316;Deslizamentos de Barreiras
8013925016;Não há Ocorrência para essa Solicitação
8013923014;Invasao de Terreno de Auxilio Moradia
8013918714;Imoveis com Danos/Risco
8013916414;Imoveis com Danos/Risco
8013915416;Deslizamentos de Barreiras
8013915416;Não há Ocorrência para essa Solicitação
8013913514;Muro com Danos
8013909615;Arvores em Risco
8013908114;Arvores em Risco
8013906914;Não há Ocorrência para essa Solicitação
8013906715;Imoveis com Danos/Risco
8013900915;Não há Ocorrência para essa Solicitação
8013899916;Não há Ocorrência para essa Solicitação
8013897815;Arvores em Risco
8013895714;Imoveis com Danos/Risco
8013893414;Não há Ocorrência para essa Solicitação
8013888716;Não há Ocorrência para essa Solicitação
8013886615;Arvores em Risco
8013884514;Imoveis com Danos/Risco
8013884514;Muro com Danos
8013880815;Muro com Danos
8013879816;Muro com Danos
8013879114;Não há Ocorrência para essa Solicitação
8013874014;Deslizamentos de Barreiras
8013870016;Não há Ocorrência para essa Solicitação
8013868014;Arvores em Risco
8013867016;Não há Ocorrência para essa Solicitação
8013861514;Imoveis com Danos/Risco
8013858414;Imoveis com Danos/Risco
8013855514;Não há Ocorrência para essa Solicitação
8013852216;Não há Ocorrência para essa Solicitação
8013851014;Imoveis com Danos/Risco
8013846017;Não há Ocorrência para essa Solicitação
8013845014;Imoveis com Danos/Risco
8013839014;Não há Ocorrência para essa Solicitação
8013838016;Não há Ocorrência para essa Solicitação
8013836014;Não há Ocorrência para essa Solicitação
8013835917;Não há Ocorrência para essa Solicitação
8013834814;Imoveis com Danos/Risco
8013832514;Muro com Danos
8013832017;Imoveis com Danos/Risco
8013829414;Invasao de Terreno de Auxilio Moradia
8013829215;Invasao de Terreno de Auxilio Moradia
8013829215;Imoveis com Danos/Risco
8013827114;Muro com Danos
8013827114;Imoveis com Danos/Risco
8013825914;Invasao de Terreno de Auxilio Moradia
8013825914;Incendios
8013825118;Não há Ocorrência para essa Solicitação
8013823614;Não há Ocorrência para essa Solicitação
8013822815;Não há Ocorrência para essa Solicitação
8013821314;Não há Ocorrência para essa Solicitação
8013819914;Não há Ocorrência para essa Solicitação
8013816014;Muro com Danos
8013815115;Desabamento Parcial Imoveis
8013814714;Muro com Danos
8013812414;Tombamento de Arvores
8013812414;Imoveis com Danos/Risco
8013812215;Invasao de Terreno de Auxilio Moradia
8013812215;Imoveis com Danos/Risco
8013810114;Imoveis com Danos/Risco
8013808714;Invasao de Terreno de Auxilio Moradia
8013808316;Não há Ocorrência para essa Solicitação
8013804015;Não há Ocorrência para essa Solicitação
8013803514;Deslizamentos de Barreiras
8013803116;Não há Ocorrência para essa Solicitação
8013802317;Incendios
8013802317;Muro com Danos
8013800216;Não há Ocorrência para essa Solicitação
8013798617;Imoveis com Danos/Risco
8013794415;Deslizamentos de Barreiras
8013793014;Não há Ocorrência para essa Solicitação
8013780116;Arvores em Risco
8013779714;Deslizamentos de Barreiras
8013769816;Invasao de Terreno de Auxilio Moradia
8013768514;Não há Ocorrência para essa Solicitação
8013767516;Não há Ocorrência para essa Solicitação
8013764014;Não há Ocorrência para essa Solicitação
8013763817;Imoveis com Danos/Risco
8013755014;Desabamento Parcial Imoveis
8013747814;Imoveis com Danos/Risco
8013745514;Não há Ocorrência para essa Solicitação
8013743916;Não há Ocorrência para essa Solicitação
8013743214;Não há Ocorrência para essa Solicitação
8013741014;Não há Ocorrência para essa Solicitação
8013738914;Não há Ocorrência para essa Solicitação
8013738516;Não há Ocorrência para essa Solicitação
8013736614;Não há Ocorrência para essa Solicitação
8013735616;Não há Ocorrência para essa Solicitação
8013734314;Muro com Danos
8013732716;Tombamento de Arvores
8013732014;Não há Ocorrência para essa Solicitação
8013730814;Não há Ocorrência para essa Solicitação
8013728314;Não há Ocorrência para essa Solicitação
8013726014;Não há Ocorrência para essa Solicitação
8013723114;Imoveis com Danos/Risco
8013721914;Não há Ocorrência para essa Solicitação
8013719414;Não há Ocorrência para essa Solicitação
8013719215;Muro com Danos
8013717015;Imoveis com Danos/Risco
8013714015;Não há Ocorrência para essa Solicitação
8013710714;Não há Ocorrência para essa Solicitação
8013708214;Não há Ocorrência para essa Solicitação
8013704316;Não há Ocorrência para essa Solicitação
8013702414;Não há Ocorrência para essa Solicitação
8013700114;Não há Ocorrência para essa Solicitação
8013697014;Não há Ocorrência para essa Solicitação
8013696215;Não há Ocorrência para essa Solicitação
8013696215;Imoveis com Danos/Risco
8013695416;Imoveis com Danos/Risco
8013693514;Não há Ocorrência para essa Solicitação
8013689814;Não há Ocorrência para essa Solicitação
8013684614;Imoveis com Danos/Risco
8013682016;Deslizamentos de Barreiras
8013678216;Deslizamentos de Barreiras
8013678216;Invasao de Terreno de Auxilio Moradia
8013675714;Não há Ocorrência para essa Solicitação
8013673414;Não há Ocorrência para essa Solicitação
8013671114;Não há Ocorrência para essa Solicitação
8013671015;Não há Ocorrência para essa Solicitação
8013665015;Alagamentos
8013665015;Deslizamentos de Barreiras
8013662916;Deslizamentos de Barreiras
8013661614;Deslizamentos de Barreiras
8013659114;Muro com Danos
8013655415;Não há Ocorrência para essa Solicitação
8013653314;Não há Ocorrência para essa Solicitação
8013652117;Imoveis com Danos/Risco
8013649614;Imoveis com Danos/Risco
8013646714;Não há Ocorrência para essa Solicitação
8013646316;Imoveis com Danos/Risco
8013646018;Imoveis com Danos/Risco
8013644718;Não há Ocorrência para essa Solicitação
8013643814;Não há Ocorrência para essa Solicitação
8013643615;Arvores em Risco
8013641315;Não há Ocorrência para essa Solicitação
8013636015;Deslizamentos de Barreiras
8013634914;Arvores em Risco
8013632614;Não há Ocorrência para essa Solicitação
8013630016;Deslizamentos de Barreiras
8013630016;Não há Ocorrência para essa Solicitação
8013629514;Muro com Danos
8013626415;Deslizamentos de Barreiras
8013619815;Arvores em Risco
8013619014;Não há Ocorrência para essa Solicitação
8013615414;Desabamento Parcial de Obras de Contencao/Drenagem
8013613114;Invasao de Terreno de Auxilio Moradia
8013612315;Deslizamentos de Barreiras
8013611914;Imoveis com Danos/Risco
8013607015;Não há Ocorrência para essa Solicitação
8013605715;Não há Ocorrência para essa Solicitação
8013599914;Imoveis com Danos/Risco
8013599914;Incendios
8013590015;Desabamento Parcial Imoveis
8013586414;Não há Ocorrência para essa Solicitação
8013585217;Não há Ocorrência para essa Solicitação
8013582914;Não há Ocorrência para essa Solicitação
8013581916;Não há Ocorrência para essa Solicitação
8013577315;Muro com Danos
8013575916;Não há Ocorrência para essa Solicitação
8013573616;Não há Ocorrência para essa Solicitação
8013570716;Muro com Danos
8013570716;Deslizamentos de Barreiras
8013568216;Não há Ocorrência para essa Solicitação
8013561015;Muro com Danos
8013559714;Não há Ocorrência para essa Solicitação
8013557917;Não há Ocorrência para essa Solicitação
8013557414;Desabamento Parcial Imoveis
8013557414;Postes em Risco
8013557414;Imoveis com Danos/Risco
8013557414;Alagamentos
8013546214;Não há Ocorrência para essa Solicitação
8013544014;Invasao de Terreno de Auxilio Moradia
8013536714;Deslizamentos de Barreiras
8013534414;Imoveis com Danos/Risco
8013523015;Não há Ocorrência para essa Solicitação
8013520314;Imoveis com Danos/Risco
8013516614;Imoveis com Danos/Risco
8013510416;Deslizamentos de Barreiras
8013509014;Não há Ocorrência para essa Solicitação
8013507714;Não há Ocorrência para essa Solicitação
8013506517;Não há Ocorrência para essa Solicitação
8013498814;Deslizamentos de Barreiras
8013496017;Não há Ocorrência para essa Solicitação
8013486616;Deslizamentos de Barreiras
8013482917;Não há Ocorrência para essa Solicitação
8013466914;Arvores em Risco
8013455714;Não há Ocorrência para essa Solicitação
8013449714;Não há Ocorrência para essa Solicitação
8013446814;Não há Ocorrência para essa Solicitação
8013438514;Imoveis com Danos/Risco
8013435216;Não há Ocorrência para essa Solicitação
8013434014;Não há Ocorrência para essa Solicitação
8013433115;Deslizamentos de Barreiras
8013430215;Deslizamentos de Barreiras
8013428014;Não há Ocorrência para essa Solicitação
8013427115;Imoveis com Danos/Risco
8013426714;Imoveis Alagados
8013425517;Arvores em Risco
8013424215;Arvores em Risco
8013423814;Não há Ocorrência para essa Solicitação
8013422015;Desabamento Parcial Imoveis
8013420914;Não há Ocorrência para essa Solicitação
8013420715;Deslizamentos de Barreiras
8013419517;Muro com Danos
8013417615;Imoveis com Danos/Risco
8013415315;Arvores em Risco
8013414914;Não há Ocorrência para essa Solicitação
8013412614;Incendios
8013411616;Deslizamentos de Barreiras
8013411417;Deslizamentos de Barreiras
8013410314;Imoveis com Danos/Risco
8013409116;Imoveis com Danos/Risco
8013408914;Não há Ocorrência para essa Solicitação
8013408914;Deslizamentos de Barreiras
8013407916;Não há Ocorrência para essa Solicitação
8013406614;Desabamento Parcial Imoveis
8013405616;Não há Ocorrência para essa Solicitação
8013404314;Não há Ocorrência para essa Solicitação
8013402915;Imoveis com Danos/Risco
8013402014;Não há Ocorrência para essa Solicitação
8013401016;Não há Ocorrência para essa Solicitação
8013399014;Não há Ocorrência para essa Solicitação
8013396014;Não há Ocorrência para essa Solicitação
8013394814;Deslizamentos de Barreiras
8013392514;Invasao de Terreno de Auxilio Moradia
8013390916;Não há Ocorrência para essa Solicitação
8013390214;Imoveis com Danos/Risco
8013390214;Deslizamentos de Barreiras
8013388814;Não há Ocorrência para essa Solicitação
8013384916;Não há Ocorrência para essa Solicitação
8013379516;Não há Ocorrência para essa Solicitação
8013378015;Arvores em Risco
8013374515;Não há Ocorrência para essa Solicitação
8013374316;Deslizamentos de Barreiras
8013366016;Não há Ocorrência para essa Solicitação
8013364816;Não há Ocorrência para essa Solicitação
8013362516;Não há Ocorrência para essa Solicitação
8013361214;Muro com Danos
8013359416;Não há Ocorrência para essa Solicitação
8013354216;Deslizamentos de Barreiras
8013351316;Imoveis com Danos/Risco
8013349214;Imoveis com Danos/Risco
8013348216;Não há Ocorrência para essa Solicitação
8013343016;Deslizamentos de Barreiras
8013342814;Deslizamentos de Barreiras
8013342814;Não há Ocorrência para essa Solicitação
8013340514;Imoveis com Danos/Risco
8013340315;Não há Ocorrência para essa Solicitação
8013338014;Deslizamentos de Barreiras
8013338014;Não há Ocorrência para essa Solicitação
8013336814;Não há Ocorrência para essa Solicitação
8013336814;Deslizamentos de Barreiras
8013331614;Imoveis com Danos/Risco
8013329114;Deslizamentos de Barreiras
8013328116;Não há Ocorrência para essa Solicitação
8013327914;Deslizamentos de Barreiras
8013325614;Deslizamentos de Barreiras
8013322714;Deslizamentos de Barreiras
8013322316;Não há Ocorrência para essa Solicitação
8013320414;Imoveis com Danos/Risco
8013318014;Deslizamentos de Barreiras
8013316714;Imoveis com Danos/Risco
8013316515;Deslizamentos de Barreiras
8013313814;Deslizamentos de Barreiras
8013310914;Deslizamentos de Barreiras
8013308414;Não há Ocorrência para essa Solicitação
8013308414;Deslizamentos de Barreiras
8013306816;Não há Ocorrência para essa Solicitação
8013306114;Deslizamentos de Barreiras
8013306015;Desabamento Parcial Imoveis
8013303916;Não há Ocorrência para essa Solicitação
8013303214;Não há Ocorrência para essa Solicitação
8013301616;Não há Ocorrência para essa Solicitação
8013301014;Desabamento Parcial Imoveis
8013300115;Não há Ocorrência para essa Solicitação
8013298516;Deslizamentos de Barreiras
8013293316;Deslizamentos de Barreiras
8013289616;Não há Ocorrência para essa Solicitação
8013280916;Deslizamentos de Barreiras
8013278416;Deslizamentos de Barreiras
8013273216;Não há Ocorrência para essa Solicitação
8013273216;Deslizamentos de Barreiras
8013269516;Não há Ocorrência para essa Solicitação
8013269516;Deslizamentos de Barreiras
8013267415;Não há Ocorrência para essa Solicitação
8013262016;Não há Ocorrência para essa Solicitação
8013262016;Arvores em Risco
8013260418;Não há Ocorrência para essa Solicitação
8013255416;Não há Ocorrência para essa Solicitação
8013255416;Deslizamentos de Barreiras
8013253116;Arvores em Risco
8013251916;Tombamento de Arvores
8013249416;Não há Ocorrência para essa Solicitação
8013243815;Deslizamentos de Barreiras
8013243815;Invasao de Terreno de Auxilio Moradia
8013240915;Deslizamentos de Barreiras
8013239916;Deslizamentos de Barreiras
8013236016;Não há Ocorrência para essa Solicitação
8013234716;Deslizamentos de Barreiras
8013232814;Imoveis com Danos/Risco
8013232615;Imoveis com Danos/Risco
8013232416;Não há Ocorrência para essa Solicitação
8013230116;Deslizamentos de Barreiras
8013222214;Imoveis com Danos/Risco
8013222015;Arvores em Risco
8013209614;Deslizamentos de Barreiras
8013208417;Não há Ocorrência para essa Solicitação
8013199014;Imoveis com Danos/Risco
8013197814;Imoveis com Danos/Risco
